"journal-article-10.2307_3106250-ngram1.txt","Current Bibliography in the History of Technology (1992)"
"journal-article-10.2307_462298-ngram1.txt","Program of the 1989 Convention of the Modern Language Association of America"
"journal-article-10.2307_3114350-ngram1.txt","Back Matter"
"journal-article-10.2307_419618-ngram1.txt","Preliminary Program for the 1989 Annual Meeting"
"journal-article-10.2307_2515063-ngram1.txt","Name and Title Index"
"journal-article-10.2307_1867647-ngram1.txt","Recently Published Articles"
"journal-article-10.2307_462121-ngram1.txt","Program of the Centennial Convention of the Modern Language Association of America"
"journal-article-10.2307_25418608-ngram1.txt","Front Matter"
"journal-article-10.2307_1870509-ngram1.txt","Recently Published Articles"
"journal-article-10.2307_747466-ngram1.txt","Summary of Investigations Relating to Reading July 1, 1974, to June 30, 1975"
"journal-article-10.2307_30027022-ngram1.txt","Bibliography of Works in \"Public Choice\" (1966-1995) by Names"
"journal-article-10.2307_25414327-ngram1.txt","Front Matter"
"journal-article-10.2307_419240-ngram1.txt","Preliminary Program for the 1986 Annual Meeting"
"journal-article-10.2307_23251694-ngram1.txt","Back Matter"
"journal-article-10.2307_419110-ngram1.txt","Preliminary Program for the 1985 Annual Meeting"
"journal-article-10.2307_40042783-ngram1.txt","The Supreme Court 2006 Term"
"journal-article-10.2307_2548102-ngram1.txt","Subject Index"
"journal-article-10.2307_25418527-ngram1.txt","Front Matter"
"journal-article-10.2307_419663-ngram1.txt","Preliminary Program for the 1988 Annual Meeting"
"journal-article-10.2307_1341120-ngram1.txt","The Supreme Court, 1984 Term"
"journal-article-10.2307_2945303-ngram1.txt","Volume Information"
"journal-article-10.2307_25415804-ngram1.txt","Front Matter"
"journal-article-10.2307_1900768-ngram1.txt","Volume Information"
"journal-article-10.2307_1144018-ngram1.txt","Rape in the Criminal Justice System"
"journal-article-10.2307_1340764-ngram1.txt","The Supreme Court, 1980 Term"
"journal-article-10.2307_25408173-ngram1.txt","Front Matter"
"journal-article-10.2307_3828155-ngram1.txt","Victorian Bibliography for 1990"
"journal-article-10.2307_2548101-ngram1.txt","Author Index"
"journal-article-10.2307_20528813-ngram1.txt","Cumulative Index. Volumes 31-40 (1990-1999)"
"journal-article-10.2307_25405543-ngram1.txt","Front Matter"
"journal-article-10.2307_25419867-ngram1.txt","Front Matter"
"journal-article-10.2307_25424474-ngram1.txt","Front Matter"
"journal-article-10.2307_420418-ngram1.txt","Doctoral Dissertations in Political Science"
"journal-article-10.2307_3828792-ngram1.txt","Victorian Bibliography for 1996"
"journal-article-10.2307_746956-ngram1.txt","Summary of Investigations Relating to Reading, July 1, 1972, to June 30, 1973"
"journal-article-10.2307_23018812-ngram1.txt","Front Matter"
"journal-article-10.2307_25422570-ngram1.txt","Front Matter"
"journal-article-10.2307_40974956-ngram1.txt","REVISTA DE REVISTAS"
"journal-article-10.2307_3829410-ngram1.txt","Victorian Bibliography for 1994"
"journal-article-10.2307_20698550-ngram1.txt","UNITED NATIONS FOURTH WORLD CONFERENCE ON WOMEN: DECLARATION AND PLATFORM FOR ACTION"
"journal-article-10.2307_1026383-ngram1.txt","[Index]"
"journal-article-10.2307_3106149-ngram1.txt","Current Bibliography in the History of Technology (1989)"
"journal-article-10.2307_747215-ngram1.txt","Summary of Investigations Relating to Reading, July 1, 1969 to June 30, 1970"
"journal-article-10.2307_1340770-ngram1.txt","The Supreme Court, 1981 Term"
"journal-article-10.2307_3828491-ngram1.txt","Victorian Bibliography for 1991"
"journal-article-10.2307_20387957-ngram1.txt","Front Matter"
"journal-article-10.2307_4006210-ngram1.txt","Current Africana 1992/3"
"journal-article-10.2307_1031484-ngram1.txt","[Index]"
"journal-article-10.2307_3828283-ngram1.txt","Victorian Bibliography for 1988"
"journal-article-10.2307_3829121-ngram1.txt","Victorian Bibliography for 1993"
"journal-article-10.2307_1917782-ngram1.txt","Volume Information"
"journal-article-10.2307_25422878-ngram1.txt","Front Matter"
"journal-article-10.2307_3828970-ngram1.txt","Victorian Bibliography for 1995"
"journal-article-10.2307_41699970-ngram1.txt","Cumulative Index"
"journal-article-10.2307_3106098-ngram1.txt","Current Bibliography in the History of Technology (1988)"
"journal-article-10.2307_3106003-ngram1.txt","Current Bibliography in the History of Technology (1987)"
"journal-article-10.2307_20486130-ngram1.txt","Program and Abstracts: The Seventeenth Conference of the International Society for Environmental Epidemiology. Sustaining World Health through Environmental Epidemiology: Setting a New Global Research Agenda, Sandton Convention Centre, Johannesburg 13-16 September 2005"
"journal-article-10.2307_40553219-ngram1.txt","Back Matter"
"journal-article-10.2307_40959143-ngram1.txt","REVISTA DE REVISTAS — REVIEW OF REVIEWS"
"journal-article-10.2307_25398468-ngram1.txt","Front Matter"
"journal-article-10.2307_3829053-ngram1.txt","Victorian Bibliography for 1997"
"journal-article-10.2307_25153782-ngram1.txt","Master's Theses and Doctoral Dissertations on Roman Catholic History in the United States: A Selected Bibliography"
"journal-article-10.2307_20072846-ngram1.txt","Development as Health: Employing the Collective Right to Development to Achieve the Goals of the Individual Right to Health"
"journal-article-10.2307_1888500-ngram1.txt","Volume Information"
"journal-article-10.2307_3827892-ngram1.txt","Victorian Bibliography for 1987"
"journal-article-10.2307_25389870-ngram1.txt","Front Matter"
"journal-article-10.2307_747234-ngram1.txt","Summary of Investigations Relating to Reading, July 1, 1967 to June 30, 1968"
"journal-article-10.2307_25422772-ngram1.txt","Front Matter"
"journal-article-10.2307_1340515-ngram1.txt","The Supreme Court, 1976 Term"
"journal-article-10.2307_2740382-ngram1.txt","Current Publications"
"journal-article-10.2307_23868606-ngram1.txt","TURKOLOGISCHER ANZEIGER (TA 9)"
"journal-article-10.2307_24601743-ngram1.txt","BIBLIOGRAPHIE AMÉRICANISTE"
"journal-article-10.2307_2568597-ngram1.txt","Recent Scholarship"
"journal-article-10.2307_23052168-ngram1.txt","Poster session 1"
"journal-article-10.2307_25407343-ngram1.txt","Front Matter"
"book-chapter-10.2307_j.ctv171mq.13-ngram1.txt","book-chapter-10.2307_j.ctv171mq.13-ngram1.txt"
"journal-article-10.2307_23409851-ngram1.txt","ANNUAL MEETING OF THE NATIONAL TAX ASSOCIATION"
"journal-article-10.2307_4006252-ngram1.txt","Current Africana 1994"
"journal-article-10.2307_3105612-ngram1.txt","Current Bibliography in the History of Technology (1985)"
"journal-article-10.2307_4416969-ngram1.txt","Economic and Political Weekly 2004 Index"
"journal-article-10.2307_2952894-ngram1.txt","Recent Scholarship"
"journal-article-10.2307_418975-ngram1.txt","Preliminary Program for the 1982 Annual Meeting"
"journal-article-10.2307_3828573-ngram1.txt","Victorian Bibliography for 1985"
"journal-article-10.2307_20699911-ngram1.txt","Index to the Proceedings of the Massachusetts Historical Society, Volumes 61-80 (1927-1968)"
"journal-article-10.2307_23604570-ngram1.txt","Jewish Organizational Life in the United States Since 1945"
"book-chapter-10.2307_j.ctt130jp07.9-ngram1.txt","book-chapter-10.2307_j.ctt130jp07.9-ngram1.txt"
"journal-article-10.2307_25409757-ngram1.txt","Front Matter"
"journal-article-10.2307_24842389-ngram1.txt","School Health Guidelines to Promote Healthy Eating and Physical Activity"
"journal-article-10.2307_2943337-ngram1.txt","China"
"journal-article-10.2307_20329478-ngram1.txt","Front Matter"
"journal-article-10.2307_419029-ngram1.txt","1981 Annual Meeting"
"journal-article-10.2307_40986013-ngram1.txt","Historische Sozialforschung: Auswahlbibliographie 1975-2000 / Historical Social Research: Selected Bibliography 1975-2000"
"journal-article-10.2307_20469044-ngram1.txt","Front Matter"
"journal-article-10.2307_3174158-ngram1.txt","Volume Information"
"journal-article-10.2307_44613861-ngram1.txt","Bibliography of urban history 2009"
"journal-article-10.2307_2049849-ngram1.txt","India"
"journal-article-10.2307_3659964-ngram1.txt","Recent Scholarship"
"journal-article-10.2307_25390397-ngram1.txt","Front Matter"
"journal-article-10.2307_3827486-ngram1.txt","Victorian Bibliography for 1984"
"journal-article-10.2307_1925230-ngram1.txt","Index"
"journal-article-10.2307_23052169-ngram1.txt","Poster session 2"
"journal-article-10.2307_25390575-ngram1.txt","Front Matter"
"journal-article-10.2307_20380906-ngram1.txt","Front Matter"
"journal-article-10.2307_44612778-ngram1.txt","Current bibliography of urban history"
"book-chapter-10.5749_j.cttttgj8.5-ngram1.txt","book-chapter-10.5749_j.cttttgj8.5-ngram1.txt"
"journal-article-10.2307_3130608-ngram1.txt","The American Philosophical Association. Pacific Division: Sixty-Ninth Annual Meeting"
"journal-article-10.2307_1340392-ngram1.txt","Developments in the Law: Zoning"
"journal-article-10.2307_2729403-ngram1.txt","Doctoral Dissertations in Economics Ninety-Second Annual List"
"journal-article-10.2307_23071719-ngram1.txt","Doctoral Dissertations in Economics One-Hundred-Eighth Annual List"
"journal-article-10.2307_20377607-ngram1.txt","Front Matter"
"journal-article-10.2307_3070239-ngram1.txt","Volume Information"
"journal-article-10.2307_4129418-ngram1.txt","Doctoral Dissertations in Economics One-Hundred-Second Annual List"
"journal-article-10.2307_1341293-ngram1.txt","The Shaping of the American Labor Movement"
"journal-article-10.2307_40040190-ngram1.txt","The Canon of Family Law"
"journal-article-10.2307_25648683-ngram1.txt","ALA/CLA Annual Conference, June 19 - June 25, 2003 Toronto, Canada: Conference Preview"
"journal-article-10.2307_3703984-ngram1.txt","[Program and Abstracts]: Twelfth Conference of the International Society for Environmental Epidemiology, Buffalo, New York, USA, August 19-22, 2000"
"journal-article-10.2307_41010411-ngram1.txt","revistas"
"journal-article-10.2307_24752620-ngram1.txt","Kommunikationshistorische Aufsätze in Zeitschriften des Jahres 2012 (mit Nachträgen für die Jahre 1998 – 2011)"
"journal-article-10.2307_2729971-ngram1.txt","Doctoral Dissertations in Economics Ninety-Fourth Annual List"
"journal-article-10.2307_2728416-ngram1.txt","Doctoral Dissertations in Economics Ninetieth Annual List"
"journal-article-10.2307_1341317-ngram1.txt","Telling Stories about Women and Work: Judicial Interpretations of Sex Segregation in the Workplace in Title VII Cases Raising the Lack of Interest Argument"
"journal-article-10.2307_20020351-ngram1.txt","Isaiah Berlin's Counter-Enlightenment"
"journal-article-10.2307_3660342-ngram1.txt","Recent Scholarship"
"journal-article-10.2307_20391312-ngram1.txt","Front Matter"
"journal-article-10.2307_1151822-ngram1.txt","The Human Element in Industrialization: A Hypothetical Case Study of Ecuadorean Indians"
"journal-article-10.2307_2728901-ngram1.txt","Doctoral Dissertations in Economics Ninety-First Annual List"
"journal-article-10.2307_1893984-ngram1.txt","Volume Information"
"journal-article-10.2307_1813677-ngram1.txt","Seventy-Sixth List of Doctoral Dissertations in Political Economy in American Universities and Colleges"
"journal-article-10.2307_20471933-ngram1.txt","Front Matter"
"journal-article-10.2307_25396449-ngram1.txt","Front Matter"
"journal-article-10.2307_800312-ngram1.txt","Specific Subject Index"
"journal-article-10.2307_3312501-ngram1.txt","The Marginal Relevance of Choice of Law Theory"
"journal-article-10.2307_25649115-ngram1.txt","ALA Annual Conference 2004 Preliminary Program"
"journal-article-10.2307_1315312-ngram1.txt","The Forty-Fifth Annual Convention of the Midwest Modern Language Association"
"journal-article-10.2307_2051396-ngram1.txt","Japan"
"book-chapter-10.2307_j.ctv3hh4wh.6-ngram1.txt","book-chapter-10.2307_j.ctv3hh4wh.6-ngram1.txt"
"journal-article-10.2307_2727098-ngram1.txt","Doctoral Dissertations in Economics Eighty-Sixth Annual List"
"journal-article-10.2307_3423340-ngram1.txt","Front Matter"
"journal-article-10.2307_25302021-ngram1.txt","Volume Information"
"journal-article-10.2307_3078035-ngram1.txt","Back Matter"
"journal-article-10.2307_41913060-ngram1.txt","The «Gandhians» of Bengal. Nationalism, Social Reconstruction and Cultural Orientations 1920-1942"
"journal-article-10.2307_4149209-ngram1.txt","Volume Information"
"journal-article-10.2307_25064965-ngram1.txt","Index (1974-2004)"
"journal-article-10.2307_40917572-ngram1.txt","Scandinavia in English: A Bibliography of Books, Articles, and Book Reviews 1973-1974"
"journal-article-10.2307_23758424-ngram1.txt","[BIOGRAPHIES]"
"journal-article-10.2307_44614616-ngram1.txt","Bibliography of urban history 2011"
"pamphlet-10.2307_60200473-ngram1.txt","The Sanitary Commission of the United States Army: a succinct narrative of its works and purposes."
"journal-article-10.2307_2698727-ngram1.txt","Doctoral Dissertations in Economics Ninety-Seventh Annual List"
"journal-article-10.2307_25649626-ngram1.txt","2005 Annual Conference Preliminary Program"
"journal-article-10.2307_1600456-ngram1.txt","From Politics to Efficiency in Choice of Law"
"journal-article-10.2307_23052170-ngram1.txt","Publication only"
"journal-article-10.2307_1121318-ngram1.txt","Expansion of the Lawyering Process through a New Delivery System: The Emergence and State of Legal Paraprofessionalism"
"journal-article-10.2307_20330110-ngram1.txt","Front Matter"
"journal-article-10.2307_23606058-ngram1.txt","Current Trends in American Jewish Philanthropy"
"journal-article-10.2307_3470085-ngram1.txt","Front Matter"
"journal-article-10.2307_1315295-ngram1.txt","The Fortieth Annual Convention of the Midwest Modern Language Association"
"journal-article-10.2307_30015455-ngram1.txt","Scholarship in the Quest for Social Welfare: A Fifty-Year History of the \"Social Service Review\""
"journal-article-10.2307_1341338-ngram1.txt","Developments in the Law: Sexual Orientation and the Law"
"journal-article-10.2307_1229500-ngram1.txt","Conceptualizing Corporations and Kinship: Comparative Law and Development Theory in a Chinese Perspective"
"journal-article-10.2307_3601969-ngram1.txt","Late Geometric and Protoattic Pottery: Mid 8th to Late 7th Century B.C."
"journal-article-10.2307_2079175-ngram1.txt","Recent Scholarship"
"journal-article-10.2307_25651144-ngram1.txt","Index to Volume 1 (1957/58) — Volume 50 (2007)"
"journal-article-10.2307_24570318-ngram1.txt","ANNUAL BIBLIOGRAPHY OF WORKS ABOUT LIFE WRITING, 2013–2014"
"journal-article-10.2307_1185357-ngram1.txt","Volume Information"
"journal-article-10.2307_20377026-ngram1.txt","Annual Representative Meeting, Aberdeen, 1969"
"journal-article-10.2307_419081-ngram1.txt","1979 Annual Meeting"
"journal-article-10.2307_1806644-ngram1.txt","Seventy-second List of Doctoral Dissertations in Political Economy in American Universities and Colleges"
"journal-article-10.2307_3423452-ngram1.txt","Front Matter"
"journal-article-10.2307_20171695-ngram1.txt","Dashkova: A Life of Influence and Exile"
"journal-article-10.2307_2567210-ngram1.txt","Recent Scholarship"
"journal-article-10.2307_797203-ngram1.txt","The Color of Desire: Fulfilling Adoptive Parents' Racial Preferences through Discriminatory State Action"
"journal-article-10.2307_1123167-ngram1.txt","Separating from Children"
"journal-article-10.2307_117019-ngram1.txt","Preliminary Announcement of the Program: Annual Meeting: The American Economic Association"
"journal-article-10.2307_1227929-ngram1.txt","Legal Socialization: Strategies for an Ethical Legality"
"journal-article-10.2307_2951296-ngram1.txt","D"
"journal-article-10.2307_44614639-ngram1.txt","Bibliography of urban history 2007"
"journal-article-10.2307_41823615-ngram1.txt","Back Matter"
"journal-article-10.2307_2073546-ngram1.txt","Volume Information"
"journal-article-10.2307_44612852-ngram1.txt","Current bibliography of urban history"
"journal-article-10.2307_2067178-ngram1.txt","Volume Information"
"journal-article-10.2307_418512-ngram1.txt","Doctoral Dissertations in Political Science, 1972"
"journal-article-10.2307_20454506-ngram1.txt","Genealogies of Soft Law"
"journal-article-10.2307_40184909-ngram1.txt","Una aproximación sociológica a la discapacidad desde el modelo social: apuntes caracteriológicos (A Sociological Approach to Disability Based on the Social Model: Some Characteriological Sketches)"
"journal-article-10.2307_2074159-ngram1.txt","Volume Information"
"journal-article-10.2307_2080030-ngram1.txt","Recent Scholarship"
"journal-article-10.2307_44614163-ngram1.txt","Current bibliography of urban history"
"journal-article-10.2307_3312617-ngram1.txt","Role Models and the Politics of Recognition"
"journal-article-10.2307_2081643-ngram1.txt","Recent Scholarship"
"journal-article-10.2307_1948353-ngram1.txt","Back Matter"
"journal-article-10.2307_462925-ngram1.txt","Back Matter"
"journal-article-10.2307_25224871-ngram1.txt","Volume Information"
"journal-article-10.2307_25395802-ngram1.txt","Front Matter"
"journal-article-10.2307_1039563-ngram1.txt","[Index]"
"journal-article-10.2307_1013727-ngram1.txt","[Index]"
"journal-article-10.2307_3744197-ngram1.txt","Cumulative Index to Volumes 1-3 of \"Agricultural History Society Papers\" (1921, 1923, 1925) and Volumes 1-25 of \"Agricultural History\" (1927-1951)"
"journal-article-10.2307_2880632-ngram1.txt","Back Matter"
"journal-article-10.2307_1006408-ngram1.txt","Prussia in Transition: Society and Politics under the Stein Reform Ministry of 1808"
"journal-article-10.2307_2951293-ngram1.txt","A"
"journal-article-10.2307_2080989-ngram1.txt","Recent Scholarship"
"journal-article-10.2307_25645839-ngram1.txt","ALA Annual Conference: June 14–20, 2001, Moscone Center San Francisco, California: Conference Preview"
"journal-article-10.2307_1289551-ngram1.txt","Feminizing Unions: Challenging the Gendered Structure of Wage Labor"
"journal-article-10.2307_2951298-ngram1.txt","F"
"journal-article-10.2307_2881384-ngram1.txt","Volume Information"
"journal-article-10.2307_3702073-ngram1.txt","Program and Abstracts: 8th Annual Conference of the International Society for Environmental Epidemiology, August 17 - 21, 1996, Edmonton, Alberta, Canada"
"journal-article-10.2307_418207-ngram1.txt","Doctoral Dissertations in Political Science, 1973"
"journal-article-10.2307_24289320-ngram1.txt","Register. Neue Folge Band 31 (1983) – Band 40 (1992)"
"journal-article-10.2307_2066311-ngram1.txt","Volume Information"
"book-chapter-10.7560_771253.11-ngram1.txt","book-chapter-10.7560_771253.11-ngram1.txt"
"journal-article-10.2307_2568754-ngram1.txt","Recent Scholarship"
"journal-article-10.2307_2875841-ngram1.txt","Volume Information"
"journal-article-10.2307_41307889-ngram1.txt","PRIVATIZING INTERNATIONAL LAW"
"journal-article-10.2307_2741929-ngram1.txt","Movements Toward Understanding Humans Through the Anthropological Study of Dance [and Comments and Reply]"
"journal-article-10.2307_29727674-ngram1.txt","Volume Information"
"journal-article-10.2307_20452165-ngram1.txt","APSA eJobs: Complete Source for Job Listings in Political Science"
"journal-article-10.2307_1342697-ngram1.txt","Toward a New History of American Accident Law: Classical Tort Law and the Cooperative First-Party Insurance Movement"
"journal-article-10.2307_20376210-ngram1.txt","Front Matter"
"journal-article-10.2307_2565536-ngram1.txt","Contents of Current Periodicals"
"journal-article-10.2307_40379836-ngram1.txt","Property and Relative Status"
"journal-article-10.2307_27520901-ngram1.txt","Social Indicators of Living Conditions in Ireland with European Comparisons"
"journal-article-10.2307_3180873-ngram1.txt","W. E. B. Du Bois's Evolving Africana Philosophy of Education"
"journal-article-10.2307_4294015-ngram1.txt","Abstracts"
"journal-article-10.2307_24052201-ngram1.txt","Elder Care, Gender, and Work: The Work–Family Issue of the 21stCentury"
"journal-article-10.2307_2675466-ngram1.txt","Recent Scholarship"
"journal-article-10.2307_4502154-ngram1.txt","List of Publications on the Economic and Social History of Great Britain and Ireland Published in 2006"
"journal-article-10.2307_23271700-ngram1.txt","List of publications on the economic and social history of Great Britain and Ireland published in 2011"
"journal-article-10.2307_44403635-ngram1.txt","bibliography"
"journal-article-10.2307_2647006-ngram1.txt","Preliminary Announcement of the Program: Annual Meeting, The American Economic Association, Boston, MA, January 7-9, 2000"
"journal-article-10.2307_3423766-ngram1.txt","Front Matter"
"journal-article-10.2307_30239932-ngram1.txt","Life at the Edge: Urban and Industrial Evolution of Texas, Frontier Wilderness: Frontier Space, 1836-1986"
"journal-article-10.2307_4486054-ngram1.txt","Recent Scholarship"
"journal-article-10.2307_2117596-ngram1.txt","Preliminary Announcement of the Program"
"journal-article-10.2307_24363226-ngram1.txt","THE CHANGING FACE OF THE SUPREME COURT"
"journal-article-10.2307_23604179-ngram1.txt","Ethnic Differences Among Israeli Jews: A New Look"
"journal-article-10.2307_20852581-ngram1.txt","Kommunikationshistorische Aufsätze in Zeitschriften des Jahres 2006 (mit Nachträgen für die Jahre 1998 — 2005)"
"journal-article-10.2307_27522027-ngram1.txt","European Welfare Production: Institutional Configuration and Distributional Outcome"
"journal-article-10.2307_44610924-ngram1.txt","Current Bibliography of Urban History"
"journal-article-10.2307_2726936-ngram1.txt","Doctoral Dissertations in Economics Eighty-Fifth Annual List"
"journal-article-10.2307_462980-ngram1.txt","Back Matter"
"journal-article-10.2307_2050310-ngram1.txt","India"
"journal-article-10.2307_3842878-ngram1.txt","Back Matter"
"journal-article-10.2307_418087-ngram1.txt","Doctoral Dissertations in Political Science, 1976"
"journal-article-10.2307_44613284-ngram1.txt","Current bibliography of urban history"
"journal-article-10.2307_20380748-ngram1.txt","Annual Report Of Council, 1962-3"
"journal-article-10.2307_2891763-ngram1.txt","Back Matter"
"book-chapter-10.7591_j.ctv1nhjkc.7-ngram1.txt","book-chapter-10.7591_j.ctv1nhjkc.7-ngram1.txt"
"journal-article-10.2307_2062283-ngram1.txt","Publications Received"
"journal-article-10.2307_25408259-ngram1.txt","Volume Information"
"journal-article-10.2307_41829029-ngram1.txt","Back Matter"
"journal-article-10.2307_2894358-ngram1.txt","Back Matter"
"book-chapter-10.2307_j.ctt130hzgw.6-ngram1.txt","book-chapter-10.2307_j.ctt130hzgw.6-ngram1.txt"
"journal-article-10.2307_2080205-ngram1.txt","Recent Scholarship"
"journal-article-10.2307_2071394-ngram1.txt","Volume Information"
"journal-article-10.2307_3660167-ngram1.txt","Recent Scholarship"
"journal-article-10.2307_3092714-ngram1.txt","Recent Scholarship"
"journal-article-10.2307_1073752-ngram1.txt","Bargaining in the Shadow of the Market: Is There a Future for Egalitarian Marriage?"
"journal-article-10.2307_3423534-ngram1.txt","Front Matter"
"journal-article-10.2307_29723939-ngram1.txt","Volume Information"
"journal-article-10.2307_29704512-ngram1.txt","Volume Information"
"journal-article-10.2307_41053204-ngram1.txt","The Archaeology of California"
"journal-article-10.2307_2118053-ngram1.txt","Preliminary Announcement of the Program"
"journal-article-10.2307_2516977-ngram1.txt","Volume Information"
"journal-article-10.2307_41406939-ngram1.txt","Volunteering and the state"
"journal-article-10.2307_1188961-ngram1.txt","Comparative and International Education Bibliography (1996)"
"journal-article-10.2307_20439047-ngram1.txt","Language and Participation"
"journal-article-10.2307_3175018-ngram1.txt","Subject Index, Articles"
"journal-article-10.2307_2078789-ngram1.txt","Recent Scholarship"
"journal-article-10.2307_20031490-ngram1.txt","Back Matter"
"journal-article-10.2307_2117363-ngram1.txt","Preliminary Announcement of the Program"
"journal-article-10.2307_3074223-ngram1.txt","Back Matter"
"journal-article-10.2307_1289533-ngram1.txt","Legal Images of Battered Women: Redefining the Issue of Separation"
"journal-article-10.2307_30020246-ngram1.txt","Index of Book Reviews and Reviews of Government Report and Public Documents"
"journal-article-10.2307_3470002-ngram1.txt","Front Matter"
"journal-article-10.2307_29729906-ngram1.txt","Volume Information"
"journal-article-10.2307_29782547-ngram1.txt","Material Culture of the Davis Inlet and Barren Ground Naskapi: The William Duncan Strong Collection"
"journal-article-10.2307_44613671-ngram1.txt","Bibliography of urban history 2005"
"journal-article-10.2307_1901751-ngram1.txt","Recent Scholarship"
"journal-article-10.2307_40041411-ngram1.txt","Making Credit Safer"
"journal-article-10.2307_523970-ngram1.txt","African Visual Arts from an Art Historical Perspective"
"journal-article-10.2307_3744991-ngram1.txt","Cumulative Index to Volumes 26-50 of \"Agricultural History\" (1952-1976)"
"book-chapter-10.3138_j.ctt1vgw5vj.7-ngram1.txt","book-chapter-10.3138_j.ctt1vgw5vj.7-ngram1.txt"
"journal-article-10.2307_41828673-ngram1.txt","Back Matter"
"book-chapter-10.7758_9781610446839.17-ngram1.txt","book-chapter-10.7758_9781610446839.17-ngram1.txt"
"journal-article-10.2307_41825581-ngram1.txt","Back Matter"
"journal-article-10.2307_44613107-ngram1.txt","Current bibliography of urban history"
